,ID,DateTime,CurrentVelocity,AllowedVelocity,EmergencyStopLimit
27165681,17035481,2021-05-03 07:51:04,44,0,0
27165682,17035482,2021-05-03 07:51:05,44,0,0
27165683,17035483,2021-05-03 07:51:06,44,0,0
27165684,17035484,2021-05-03 07:51:07,44,0,0
27165685,17035485,2021-05-03 07:51:08,44,0,0
27165686,17035486,2021-05-03 07:51:09,44,0,0
27165687,17035487,2021-05-03 07:51:10,44,0,0
27165688,17035488,2021-05-03 07:51:11,44,0,0
27165689,17035489,2021-05-03 07:51:12,43,0,0
27165690,17035490,2021-05-03 07:51:13,44,0,0
27165691,17035491,2021-05-03 07:51:14,44,0,0
27165692,17035492,2021-05-03 07:51:15,44,0,0
27165693,17035493,2021-05-03 07:51:16,44,0,0
27165694,17035494,2021-05-03 07:51:17,45,0,0
27165695,17035495,2021-05-03 07:51:18,47,0,0
27165696,17035496,2021-05-03 07:51:19,49,0,0
27165697,17035497,2021-05-03 07:51:20,50,0,0
27165698,17035498,2021-05-03 07:51:21,52,0,0
27165699,17035499,2021-05-03 07:51:22,54,0,0
27165700,17035500,2021-05-03 07:51:23,56,0,0
27165701,17035501,2021-05-03 07:51:24,57,0,0
27165702,17035502,2021-05-03 07:51:25,59,0,0
27165703,17035503,2021-05-03 07:51:26,61,0,0
27165704,17035504,2021-05-03 07:51:27,62,0,0
27165705,17035505,2021-05-03 07:51:28,63,0,0
27165706,17035506,2021-05-03 07:51:29,64,0,0
27165707,17035507,2021-05-03 07:51:30,66,0,0
27165708,17035508,2021-05-03 07:51:31,67,0,0
27165709,17035509,2021-05-03 07:51:32,68,0,0
27165710,17035510,2021-05-03 07:51:33,69,0,0
27165711,17035511,2021-05-03 07:51:34,70,0,0
27165712,17035512,2021-05-03 07:51:35,71,0,0
27165713,17035513,2021-05-03 07:51:36,72,0,0
27165714,17035514,2021-05-03 07:51:37,73,0,0
27165715,17035515,2021-05-03 07:51:38,74,0,0
27165716,17035516,2021-05-03 07:51:39,75,0,0
27165717,17035517,2021-05-03 07:51:40,76,0,0
27165718,17035518,2021-05-03 07:51:41,77,0,0
27165719,17035519,2021-05-03 07:51:42,77,0,0
27165720,17035520,2021-05-03 07:51:43,77,0,0
27165721,17035521,2021-05-03 07:51:44,78,0,0
27165722,17035522,2021-05-03 07:51:45,79,0,0
27165723,17035523,2021-05-03 07:51:46,79,0,0
27165724,17035524,2021-05-03 07:51:47,79,0,0
27165725,17035525,2021-05-03 07:51:48,79,0,0
27165726,17035526,2021-05-03 07:51:49,78,0,0
27165727,17035527,2021-05-03 07:51:50,79,0,0
27165728,17035528,2021-05-03 07:51:51,79,0,0
27165729,17035529,2021-05-03 07:51:52,80,0,0
27165730,17035530,2021-05-03 07:51:53,79,0,0
27165731,17035531,2021-05-03 07:51:54,78,0,0
27165732,17035532,2021-05-03 07:51:55,79,0,0
27165733,17035533,2021-05-03 07:51:56,79,0,0
27165734,17035534,2021-05-03 07:51:57,79,0,0
27165735,17035535,2021-05-03 07:51:58,79,0,0
27165736,17035536,2021-05-03 07:51:59,79,0,0
27165737,17035537,2021-05-03 07:52:00,79,0,0
27165738,17035538,2021-05-03 07:52:01,79,0,0
27165739,17035539,2021-05-03 07:52:02,79,0,0
27165740,17035540,2021-05-03 07:52:03,79,0,0
27165741,17035541,2021-05-03 07:52:04,79,0,0
27165742,17035542,2021-05-03 07:52:05,79,0,0
27165743,17035543,2021-05-03 07:52:06,77,0,0
27165744,17035544,2021-05-03 07:52:07,79,0,0
27165745,17035545,2021-05-03 07:52:08,79,0,0
27165746,17035546,2021-05-03 07:52:09,77,0,0
27165747,17035547,2021-05-03 07:52:10,79,0,0
27165748,17035548,2021-05-03 07:52:11,79,0,0
27165749,17035549,2021-05-03 07:52:12,79,0,0
27165750,17035550,2021-05-03 07:52:13,79,0,0
27165751,17035551,2021-05-03 07:52:14,79,0,0
27165752,17035552,2021-05-03 07:52:15,78,0,0
27165753,17035553,2021-05-03 07:52:16,79,0,0
27165754,17035554,2021-05-03 07:52:17,79,0,0
27165755,17035555,2021-05-03 07:52:18,79,0,0
27165756,17035556,2021-05-03 07:52:19,79,0,0
27165757,17035557,2021-05-03 07:52:20,79,0,0
27165758,17035558,2021-05-03 07:52:21,79,0,0
27165759,17035559,2021-05-03 07:52:22,79,0,0
27165760,17035560,2021-05-03 07:52:23,79,0,0
27165761,17035561,2021-05-03 07:52:24,79,0,0
27165762,17035562,2021-05-03 07:52:25,79,0,0
27165763,17035563,2021-05-03 07:52:26,78,0,0
27165764,17035564,2021-05-03 07:52:27,78,0,0
27165765,17035565,2021-05-03 07:52:28,77,0,0
27165766,17035566,2021-05-03 07:52:29,76,0,0
27165767,17035567,2021-05-03 07:52:30,76,0,0
27165768,17035568,2021-05-03 07:52:31,74,0,0
27165769,17035569,2021-05-03 07:52:32,72,0,0
27165770,17035570,2021-05-03 07:52:33,69,0,0
27165771,17035571,2021-05-03 07:52:34,67,0,0
27165772,17035572,2021-05-03 07:52:35,64,0,0
27165773,17035573,2021-05-03 07:52:36,62,0,0
27165774,17035574,2021-05-03 07:52:37,59,0,0
27165775,17035575,2021-05-03 07:52:38,57,0,0
27165776,17035576,2021-05-03 07:52:39,56,0,0
27165777,17035577,2021-05-03 07:52:40,54,0,0
27165778,17035578,2021-05-03 07:52:41,52,0,0
27165779,17035579,2021-05-03 07:52:42,50,0,0
27165780,17035580,2021-05-03 07:52:43,47,0,0
27165781,17035581,2021-05-03 07:52:44,44,0,0
27165782,17035582,2021-05-03 07:52:45,41,0,0
27165783,17035583,2021-05-03 07:52:46,40,0,0
27165784,17035584,2021-05-03 07:52:47,39,0,0
27165785,17035585,2021-05-03 07:52:48,39,0,0
27165786,17035586,2021-05-03 07:52:49,39,0,0
27165787,17035587,2021-05-03 07:52:50,38,0,0
27165788,17035588,2021-05-03 07:52:51,39,0,0
27165789,17035589,2021-05-03 07:52:52,39,0,0
27165790,17035590,2021-05-03 07:52:53,39,0,0
27165791,17035591,2021-05-03 07:52:54,39,0,0
27165792,17035592,2021-05-03 07:52:55,39,0,0
27165793,17035593,2021-05-03 07:52:56,39,0,0
27165794,17035594,2021-05-03 07:52:57,39,0,0
27165795,17035595,2021-05-03 07:52:58,39,0,0
27165796,17035596,2021-05-03 07:52:59,38,0,0
27165797,17035597,2021-05-03 07:53:00,38,0,0
27165798,17035598,2021-05-03 07:53:01,38,0,0
27165799,17035599,2021-05-03 07:53:02,36,0,0
27165800,17035600,2021-05-03 07:53:03,35,0,0
27165801,17035601,2021-05-03 07:53:04,33,0,0
27165802,17035602,2021-05-03 07:53:05,33,0,0
27165803,17035603,2021-05-03 07:53:06,32,0,0
27165804,17035604,2021-05-03 07:53:07,30,0,0
27165805,17035605,2021-05-03 07:53:08,29,0,0
27165806,17035606,2021-05-03 07:53:09,27,0,0
27165807,17035607,2021-05-03 07:53:10,25,0,0
27165808,17035608,2021-05-03 07:53:11,23,0,0
27165809,17035609,2021-05-03 07:53:12,21,0,0
27165810,17035610,2021-05-03 07:53:13,18,0,0
27165811,17035611,2021-05-03 07:53:14,15,0,0
27165812,17035612,2021-05-03 07:53:15,12,0,0
27165813,17035613,2021-05-03 07:53:16,8,0,0
27165814,17035614,2021-05-03 07:53:17,5,0,0
27165815,17035615,2021-05-03 07:53:18,1,0,0
27165816,17035616,2021-05-03 07:53:19,0,0,0
27165817,17035617,2021-05-03 07:53:20,0,0,0
27165818,17035618,2021-05-03 07:53:21,0,0,0
27165819,17035619,2021-05-03 07:53:22,0,0,0
27165820,17035620,2021-05-03 07:53:23,0,0,0
27165821,17035621,2021-05-03 07:53:24,0,0,0
27165822,17035622,2021-05-03 07:53:25,0,0,0
27165823,17035623,2021-05-03 07:53:26,0,0,0
27165824,17035624,2021-05-03 07:53:27,0,0,0
27165825,17035625,2021-05-03 07:53:28,0,0,0
27165826,17035626,2021-05-03 07:53:29,0,0,0
27165827,17035627,2021-05-03 07:53:30,0,0,0
27165828,17035628,2021-05-03 07:53:31,0,0,0
27165829,17035629,2021-05-03 07:53:32,0,0,0
27165830,17035630,2021-05-03 07:53:33,0,0,0
27165831,17035631,2021-05-03 07:53:34,0,0,0
27165832,17035632,2021-05-03 07:53:35,0,0,0
27165833,17035633,2021-05-03 07:53:36,0,0,0
27165834,17035634,2021-05-03 07:53:37,0,0,0
27165835,17035635,2021-05-03 07:53:38,0,0,0
27165836,17035636,2021-05-03 07:53:39,0,0,0
27165837,17035637,2021-05-03 07:53:40,2,0,0
27165838,17035638,2021-05-03 07:53:41,5,0,0
27165839,17035639,2021-05-03 07:53:42,8,0,0
27165840,17035640,2021-05-03 07:53:43,11,0,0
27165841,17035641,2021-05-03 07:53:44,14,0,0
27165842,17035642,2021-05-03 07:53:45,17,0,0
27165843,17035643,2021-05-03 07:53:46,20,0,0
27165844,17035644,2021-05-03 07:53:47,22,0,0
27165845,17035645,2021-05-03 07:53:48,24,0,0
27165846,17035646,2021-05-03 07:53:49,26,0,0
27165847,17035647,2021-05-03 07:53:50,27,0,0
27165848,17035648,2021-05-03 07:53:51,29,0,0
27165849,17035649,2021-05-03 07:53:52,30,0,0
27165850,17035650,2021-05-03 07:53:53,32,0,0
27165851,17035651,2021-05-03 07:53:54,34,0,0
27165852,17035652,2021-05-03 07:53:55,35,0,0
27165853,17035653,2021-05-03 07:53:56,36,0,0
27165854,17035654,2021-05-03 07:53:57,36,0,0
27165855,17035655,2021-05-03 07:53:58,37,0,0
27165856,17035656,2021-05-03 07:53:59,37,0,0
27165857,17035657,2021-05-03 07:54:00,37,0,0
27165858,17035658,2021-05-03 07:54:01,37,0,0
27165859,17035659,2021-05-03 07:54:02,37,0,0
27165860,17035660,2021-05-03 07:54:03,38,0,0
27165861,17035661,2021-05-03 07:54:04,40,0,0
27165862,17035662,2021-05-03 07:54:05,41,0,0
27165863,17035663,2021-05-03 07:54:06,43,0,0
27165864,17035664,2021-05-03 07:54:07,43,0,0
27165865,17035665,2021-05-03 07:54:08,44,0,0
27165866,17035666,2021-05-03 07:54:09,44,0,0
27165867,17035667,2021-05-03 07:54:10,43,0,0
27165868,17035668,2021-05-03 07:54:11,43,0,0
27165869,17035669,2021-05-03 07:54:12,44,0,0
27165870,17035670,2021-05-03 07:54:13,43,0,0
27165871,17035671,2021-05-03 07:54:14,44,0,0
27165872,17035672,2021-05-03 07:54:15,44,0,0
27165873,17035673,2021-05-03 07:54:16,44,0,0
