,ID,DateTime,CurrentVelocity,AllowedVelocity,EmergencyStopLimit
27031537,16901327,2021-04-30 07:51:04,80,0,0
27031538,16901328,2021-04-30 07:51:05,81,0,0
27031539,16901329,2021-04-30 07:51:06,80,0,0
27031540,16901330,2021-04-30 07:51:07,80,0,0
27031541,16901331,2021-04-30 07:51:08,81,0,0
27031542,16901332,2021-04-30 07:51:09,80,0,0
27031543,16901333,2021-04-30 07:51:10,80,0,0
27031544,16901334,2021-04-30 07:51:11,81,0,0
27031545,16901335,2021-04-30 07:51:12,79,0,0
27031546,16901336,2021-04-30 07:51:13,81,0,0
27031547,16901337,2021-04-30 07:51:14,81,0,0
27031548,16901338,2021-04-30 07:51:15,81,0,0
27031549,16901339,2021-04-30 07:51:16,81,0,0
27031550,16901340,2021-04-30 07:51:17,81,0,0
27031551,16901341,2021-04-30 07:51:18,81,0,0
27031552,16901342,2021-04-30 07:51:19,82,0,0
27031553,16901343,2021-04-30 07:51:20,81,0,0
27031554,16901344,2021-04-30 07:51:21,81,0,0
27031555,16901345,2021-04-30 07:51:22,80,0,0
27031556,16901346,2021-04-30 07:51:23,81,0,0
27031557,16901347,2021-04-30 07:51:24,81,0,0
27031558,16901348,2021-04-30 07:51:25,80,0,0
27031559,16901349,2021-04-30 07:51:26,81,0,0
27031560,16901350,2021-04-30 07:51:27,80,0,0
27031561,16901351,2021-04-30 07:51:28,81,0,0
27031562,16901352,2021-04-30 07:51:29,81,0,0
27031563,16901353,2021-04-30 07:51:30,80,0,0
27031564,16901354,2021-04-30 07:51:31,79,0,0
27031565,16901355,2021-04-30 07:51:32,79,0,0
27031566,16901356,2021-04-30 07:51:33,78,0,0
27031567,16901357,2021-04-30 07:51:34,75,0,0
27031568,16901358,2021-04-30 07:51:35,71,0,0
27031569,16901359,2021-04-30 07:51:36,67,0,0
27031570,16901360,2021-04-30 07:51:37,63,0,0
27031571,16901361,2021-04-30 07:51:38,60,0,0
27031572,16901362,2021-04-30 07:51:39,56,0,0
27031573,16901363,2021-04-30 07:51:40,54,0,0
