,ID,DateTime,CurrentVelocity,AllowedVelocity,EmergencyStopLimit
27364716,17234520,2021-05-06 07:51:04,18,30,40
27364717,17234521,2021-05-06 07:51:05,21,30,40
27364718,17234522,2021-05-06 07:51:06,23,30,40
27364719,17234523,2021-05-06 07:51:07,25,30,40
27364720,17234524,2021-05-06 07:51:08,27,30,40
27364721,17234525,2021-05-06 07:51:09,29,30,40
27364722,17234526,2021-05-06 07:51:10,30,30,40
27364723,17234527,2021-05-06 07:51:11,30,30,40
27364724,17234528,2021-05-06 07:51:12,30,30,40
27364725,17234529,2021-05-06 07:51:13,30,30,40
27364726,17234530,2021-05-06 07:51:14,31,30,40
27364727,17234531,2021-05-06 07:51:15,30,30,40
27364728,17234532,2021-05-06 07:51:16,30,30,40
27364729,17234533,2021-05-06 07:51:17,30,30,40
27364730,17234534,2021-05-06 07:51:18,30,30,40
27364731,17234535,2021-05-06 07:51:19,30,30,40
27364732,17234536,2021-05-06 07:51:20,30,30,40
27364733,17234537,2021-05-06 07:51:21,30,30,40
27364734,17234538,2021-05-06 07:51:22,30,30,40
27364735,17234539,2021-05-06 07:51:23,30,30,40
27364736,17234540,2021-05-06 07:51:24,30,30,40
27364737,17234541,2021-05-06 07:51:25,30,30,40
27364738,17234542,2021-05-06 07:51:26,30,45,55
27364739,17234543,2021-05-06 07:51:27,30,45,55
27364740,17234544,2021-05-06 07:51:28,31,45,55
27364741,17234545,2021-05-06 07:51:29,33,45,55
27364742,17234546,2021-05-06 07:51:30,36,45,55
27364743,17234547,2021-05-06 07:51:31,38,45,55
27364744,17234548,2021-05-06 07:51:32,40,45,55
27364745,17234549,2021-05-06 07:51:33,42,45,55
27364746,17234550,2021-05-06 07:51:34,42,45,55
27364747,17234551,2021-05-06 07:51:35,44,45,55
27364748,17234552,2021-05-06 07:51:36,45,45,55
27364749,17234553,2021-05-06 07:51:37,44,45,55
27364750,17234554,2021-05-06 07:51:38,44,45,55
27364751,17234555,2021-05-06 07:51:39,44,45,55
27364752,17234556,2021-05-06 07:51:40,44,45,55
27364753,17234557,2021-05-06 07:51:41,44,45,55
27364754,17234558,2021-05-06 07:51:42,44,45,55
27364755,17234559,2021-05-06 07:51:43,44,45,55
27364756,17234560,2021-05-06 07:51:44,44,45,55
27364757,17234561,2021-05-06 07:51:45,44,45,55
27364758,17234562,2021-05-06 07:51:46,44,45,55
27364759,17234563,2021-05-06 07:51:47,44,45,55
27364760,17234564,2021-05-06 07:51:48,45,45,55
27364761,17234565,2021-05-06 07:51:49,44,45,55
27364762,17234566,2021-05-06 07:51:50,44,45,55
27364763,17234567,2021-05-06 07:51:51,44,45,55
27364764,17234568,2021-05-06 07:51:52,44,45,55
27364765,17234569,2021-05-06 07:51:53,44,45,55
27364766,17234570,2021-05-06 07:51:54,44,45,55
27364767,17234571,2021-05-06 07:51:55,44,45,55
27364768,17234572,2021-05-06 07:51:56,44,45,55
27364769,17234573,2021-05-06 07:51:57,44,45,55
27364770,17234574,2021-05-06 07:51:58,44,45,55
27364771,17234575,2021-05-06 07:51:59,45,45,55
27364772,17234576,2021-05-06 07:52:00,44,45,55
27364773,17234577,2021-05-06 07:52:01,44,45,55
27364774,17234578,2021-05-06 07:52:02,44,45,55
27364775,17234579,2021-05-06 07:52:03,44,45,55
27364776,17234580,2021-05-06 07:52:04,44,80,90
27364777,17234581,2021-05-06 07:52:05,44,80,90
27364778,17234582,2021-05-06 07:52:06,45,80,90
27364779,17234583,2021-05-06 07:52:07,47,80,90
27364780,17234584,2021-05-06 07:52:08,49,80,90
27364781,17234585,2021-05-06 07:52:09,51,80,90
27364782,17234586,2021-05-06 07:52:10,53,80,90
27364783,17234587,2021-05-06 07:52:11,54,80,90
27364784,17234588,2021-05-06 07:52:12,57,80,90
27364785,17234589,2021-05-06 07:52:13,58,80,90
27364786,17234590,2021-05-06 07:52:14,59,80,90
27364787,17234591,2021-05-06 07:52:15,61,80,90
27364788,17234592,2021-05-06 07:52:16,62,80,90
27364789,17234593,2021-05-06 07:52:17,65,80,90
27364790,17234594,2021-05-06 07:52:18,65,80,90
27364791,17234595,2021-05-06 07:52:19,67,80,90
27364792,17234596,2021-05-06 07:52:20,67,80,90
27364793,17234597,2021-05-06 07:52:21,69,80,90
27364794,17234598,2021-05-06 07:52:22,70,80,90
27364795,17234599,2021-05-06 07:52:23,71,80,90
27364796,17234600,2021-05-06 07:52:24,72,80,90
27364797,17234601,2021-05-06 07:52:25,74,80,90
27364798,17234602,2021-05-06 07:52:26,74,80,90
27364799,17234603,2021-05-06 07:52:27,75,80,90
27364800,17234604,2021-05-06 07:52:28,76,80,90
27364801,17234605,2021-05-06 07:52:29,77,80,90
27364802,17234606,2021-05-06 07:52:30,78,80,90
27364803,17234607,2021-05-06 07:52:31,79,80,90
27364804,17234608,2021-05-06 07:52:32,79,80,90
27364805,17234609,2021-05-06 07:52:33,79,80,90
27364806,17234610,2021-05-06 07:52:34,79,80,90
27364807,17234611,2021-05-06 07:52:35,78,80,90
27364808,17234612,2021-05-06 07:52:36,79,80,90
27364809,17234613,2021-05-06 07:52:37,77,80,90
27364810,17234614,2021-05-06 07:52:38,78,80,90
27364811,17234615,2021-05-06 07:52:39,78,80,90
27364812,17234616,2021-05-06 07:52:40,79,80,90
27364813,17234617,2021-05-06 07:52:41,78,80,90
27364814,17234618,2021-05-06 07:52:42,79,80,90
27364815,17234619,2021-05-06 07:52:43,79,80,90
27364816,17234620,2021-05-06 07:52:44,79,80,90
27364817,17234621,2021-05-06 07:52:45,79,80,90
27364818,17234622,2021-05-06 07:52:46,78,80,90
27364819,17234623,2021-05-06 07:52:47,78,80,90
27364820,17234624,2021-05-06 07:52:48,79,80,90
27364821,17234625,2021-05-06 07:52:49,78,80,90
27364822,17234626,2021-05-06 07:52:50,79,80,90
27364823,17234627,2021-05-06 07:52:51,79,80,90
27364824,17234628,2021-05-06 07:52:52,79,80,90
27364825,17234629,2021-05-06 07:52:53,79,80,90
27364826,17234630,2021-05-06 07:52:54,79,80,90
27364827,17234631,2021-05-06 07:52:55,79,80,90
27364828,17234632,2021-05-06 07:52:56,77,80,90
27364829,17234633,2021-05-06 07:52:57,79,80,90
27364830,17234634,2021-05-06 07:52:58,79,80,90
27364831,17234635,2021-05-06 07:52:59,80,80,90
27364832,17234636,2021-05-06 07:53:00,79,80,90
27364833,17234637,2021-05-06 07:53:01,79,80,90
27364834,17234638,2021-05-06 07:53:02,78,80,90
27364835,17234639,2021-05-06 07:53:03,78,80,90
27364836,17234640,2021-05-06 07:53:04,77,80,90
27364837,17234641,2021-05-06 07:53:05,77,80,90
27364838,17234642,2021-05-06 07:53:06,78,80,90
27364839,17234643,2021-05-06 07:53:07,78,80,90
27364840,17234644,2021-05-06 07:53:08,77,80,90
27364841,17234645,2021-05-06 07:53:09,78,80,90
27364842,17234646,2021-05-06 07:53:10,77,80,90
27364843,17234647,2021-05-06 07:53:11,77,80,90
27364844,17234648,2021-05-06 07:53:12,77,80,90
27364845,17234649,2021-05-06 07:53:13,77,80,90
27364846,17234650,2021-05-06 07:53:14,77,80,90
27364847,17234651,2021-05-06 07:53:15,77,80,90
27364848,17234652,2021-05-06 07:53:16,77,80,90
27364849,17234653,2021-05-06 07:53:17,76,80,90
27364850,17234654,2021-05-06 07:53:18,76,80,90
27364851,17234655,2021-05-06 07:53:19,75,80,90
27364852,17234656,2021-05-06 07:53:20,71,80,90
27364853,17234657,2021-05-06 07:53:21,69,80,90
27364854,17234658,2021-05-06 07:53:22,65,80,90
27364855,17234659,2021-05-06 07:53:23,64,80,90
27364856,17234660,2021-05-06 07:53:24,63,80,90
27364857,17234661,2021-05-06 07:53:25,62,78,90
27364858,17234662,2021-05-06 07:53:26,61,75,87
27364859,17234663,2021-05-06 07:53:27,60,72,84
27364860,17234664,2021-05-06 07:53:28,57,69,81
27364861,17234665,2021-05-06 07:53:29,55,67,78
27364862,17234666,2021-05-06 07:53:30,54,64,75
27364863,17234667,2021-05-06 07:53:31,51,61,71
27364864,17234668,2021-05-06 07:53:32,48,58,68
27364865,17234669,2021-05-06 07:53:33,45,55,65
27364866,17234670,2021-05-06 07:53:34,42,52,62
27364867,17234671,2021-05-06 07:53:35,39,49,59
27364868,17234672,2021-05-06 07:53:36,37,47,57
27364869,17234673,2021-05-06 07:53:37,36,44,54
27364870,17234674,2021-05-06 07:53:38,35,42,51
27364871,17234675,2021-05-06 07:53:39,34,40,50
27364872,17234676,2021-05-06 07:53:40,35,40,50
27364873,17234677,2021-05-06 07:53:41,36,40,50
27364874,17234678,2021-05-06 07:53:42,37,40,50
27364875,17234679,2021-05-06 07:53:43,38,40,50
27364876,17234680,2021-05-06 07:53:44,38,40,50
27364877,17234681,2021-05-06 07:53:45,38,40,50
27364878,17234682,2021-05-06 07:53:46,38,40,50
27364879,17234683,2021-05-06 07:53:47,38,40,50
27364880,17234684,2021-05-06 07:53:48,38,40,50
27364881,17234685,2021-05-06 07:53:49,38,40,50
27364882,17234686,2021-05-06 07:53:50,38,40,50
27364883,17234687,2021-05-06 07:53:51,38,40,50
27364884,17234688,2021-05-06 07:53:52,37,40,50
27364885,17234689,2021-05-06 07:53:53,37,40,50
27364886,17234690,2021-05-06 07:53:54,35,40,50
27364887,17234691,2021-05-06 07:53:55,34,40,50
27364888,17234692,2021-05-06 07:53:56,32,40,44
27364889,17234693,2021-05-06 07:53:57,31,37,42
27364890,17234694,2021-05-06 07:53:58,29,35,39
27364891,17234695,2021-05-06 07:53:59,27,32,36
27364892,17234696,2021-05-06 07:54:00,24,30,33
27364893,17234697,2021-05-06 07:54:01,22,27,31
27364894,17234698,2021-05-06 07:54:02,20,25,28
27364895,17234699,2021-05-06 07:54:03,18,23,25
27364896,17234700,2021-05-06 07:54:04,15,20,23
27364897,17234701,2021-05-06 07:54:05,12,19,21
27364898,17234702,2021-05-06 07:54:06,8,17,19
27364899,17234703,2021-05-06 07:54:07,5,16,18
27364900,17234704,2021-05-06 07:54:08,2,15,17
27364901,17234705,2021-05-06 07:54:09,0,15,17
27364902,17234706,2021-05-06 07:54:10,0,15,17
27364903,17234707,2021-05-06 07:54:11,0,15,17
27364904,17234708,2021-05-06 07:54:12,0,15,17
27364905,17234709,2021-05-06 07:54:13,0,40,50
27364906,17234710,2021-05-06 07:54:14,0,40,50
27364907,17234711,2021-05-06 07:54:15,0,40,50
27364908,17234712,2021-05-06 07:54:16,0,40,50
27364909,17234713,2021-05-06 07:54:17,0,40,50
27364910,17234714,2021-05-06 07:54:18,0,40,50
27364911,17234715,2021-05-06 07:54:19,0,40,50
27364912,17234716,2021-05-06 07:54:20,0,40,50
27364913,17234717,2021-05-06 07:54:21,0,40,50
27364914,17234718,2021-05-06 07:54:22,0,40,50
27364915,17234719,2021-05-06 07:54:23,0,40,50
27364916,17234720,2021-05-06 07:54:24,0,40,50
27364917,17234721,2021-05-06 07:54:25,0,40,50
27364918,17234722,2021-05-06 07:54:26,0,40,50
27364919,17234723,2021-05-06 07:54:27,0,40,50
27364920,17234724,2021-05-06 07:54:28,0,40,50
27364921,17234725,2021-05-06 07:54:29,0,40,50
27364922,17234726,2021-05-06 07:54:30,0,40,50
27364923,17234727,2021-05-06 07:54:31,0,40,50
27364924,17234728,2021-05-06 07:54:32,2,40,50
27364925,17234729,2021-05-06 07:54:33,4,40,50
27364926,17234730,2021-05-06 07:54:34,6,40,50
27364927,17234731,2021-05-06 07:54:35,8,40,50
27364928,17234732,2021-05-06 07:54:36,11,40,50
27364929,17234733,2021-05-06 07:54:37,13,40,50
27364930,17234734,2021-05-06 07:54:38,16,40,50
27364931,17234735,2021-05-06 07:54:39,19,40,50
27364932,17234736,2021-05-06 07:54:40,22,40,50
27364933,17234737,2021-05-06 07:54:41,25,40,50
27364934,17234738,2021-05-06 07:54:42,27,40,50
27364935,17234739,2021-05-06 07:54:43,30,40,50
27364936,17234740,2021-05-06 07:54:44,31,40,50
27364937,17234741,2021-05-06 07:54:45,34,40,50
27364938,17234742,2021-05-06 07:54:46,36,40,50
27364939,17234743,2021-05-06 07:54:47,38,40,50
27364940,17234744,2021-05-06 07:54:48,41,40,50
27364941,17234745,2021-05-06 07:54:49,41,40,50
27364942,17234746,2021-05-06 07:54:50,42,40,50
27364943,17234747,2021-05-06 07:54:51,41,40,50
27364944,17234748,2021-05-06 07:54:52,41,40,50
27364945,17234749,2021-05-06 07:54:53,40,45,55
27364946,17234750,2021-05-06 07:54:54,41,45,55
27364947,17234751,2021-05-06 07:54:55,41,45,55
27364948,17234752,2021-05-06 07:54:56,41,45,55
27364949,17234753,2021-05-06 07:54:57,44,45,55
27364950,17234754,2021-05-06 07:54:58,45,45,55
27364951,17234755,2021-05-06 07:54:59,45,45,55
27364952,17234756,2021-05-06 07:55:00,45,45,55
27364953,17234757,2021-05-06 07:55:01,45,45,55
27364954,17234758,2021-05-06 07:55:02,45,45,55
27364955,17234759,2021-05-06 07:55:03,45,45,55
27364956,17234760,2021-05-06 07:55:04,45,45,55
27364957,17234761,2021-05-06 07:55:05,44,45,55
27364958,17234762,2021-05-06 07:55:06,45,45,55
27364959,17234763,2021-05-06 07:55:07,44,45,55
27364960,17234764,2021-05-06 07:55:08,45,45,55
27364961,17234765,2021-05-06 07:55:09,45,45,55
27364962,17234766,2021-05-06 07:55:10,44,45,55
27364963,17234767,2021-05-06 07:55:11,45,45,55
27364964,17234768,2021-05-06 07:55:12,45,45,55
27364965,17234769,2021-05-06 07:55:13,46,45,55
27364966,17234770,2021-05-06 07:55:14,45,45,55
27364967,17234771,2021-05-06 07:55:15,46,45,55
27364968,17234772,2021-05-06 07:55:16,46,45,55
27364969,17234773,2021-05-06 07:55:17,45,45,55
27364970,17234774,2021-05-06 07:55:18,45,45,55
27364971,17234775,2021-05-06 07:55:19,45,45,55
27364972,17234776,2021-05-06 07:55:20,45,45,55
27364973,17234777,2021-05-06 07:55:21,45,45,55
27364974,17234778,2021-05-06 07:55:22,45,45,55
27364975,17234779,2021-05-06 07:55:23,45,45,55
27364976,17234780,2021-05-06 07:55:24,45,45,55
27364977,17234781,2021-05-06 07:55:25,44,45,55
27364978,17234782,2021-05-06 07:55:26,42,45,55
27364979,17234783,2021-05-06 07:55:27,40,45,55
27364980,17234784,2021-05-06 07:55:28,39,44,54
27364981,17234785,2021-05-06 07:55:29,37,41,51
27364982,17234786,2021-05-06 07:55:30,36,38,48
27364983,17234787,2021-05-06 07:55:31,34,36,45
27364984,17234788,2021-05-06 07:55:32,32,33,42
27364985,17234789,2021-05-06 07:55:33,30,31,40
27364986,17234790,2021-05-06 07:55:34,30,30,40
27364987,17234791,2021-05-06 07:55:35,30,30,40
27364988,17234792,2021-05-06 07:55:36,30,30,40
27364989,17234793,2021-05-06 07:55:37,30,30,40
27364990,17234794,2021-05-06 07:55:38,30,30,40
27364991,17234795,2021-05-06 07:55:39,30,30,40
27364992,17234796,2021-05-06 07:55:40,30,30,40
27364993,17234797,2021-05-06 07:55:41,30,30,40
27364994,17234798,2021-05-06 07:55:42,30,30,40
27364995,17234799,2021-05-06 07:55:43,30,30,40
27364996,17234800,2021-05-06 07:55:44,30,30,40
27364997,17234801,2021-05-06 07:55:45,30,30,40
27364998,17234802,2021-05-06 07:55:46,30,30,40
27364999,17234803,2021-05-06 07:55:47,30,30,40
27365000,17234804,2021-05-06 07:55:48,29,30,40
27365001,17234805,2021-05-06 07:55:49,28,30,40
27365002,17234806,2021-05-06 07:55:50,26,30,40
27365003,17234807,2021-05-06 07:55:51,25,30,40
27365004,17234808,2021-05-06 07:55:52,23,30,40
27365005,17234809,2021-05-06 07:55:53,21,30,40
27365006,17234810,2021-05-06 07:55:54,18,30,40
27365007,17234811,2021-05-06 07:55:55,16,30,40
27365008,17234812,2021-05-06 07:55:56,13,30,40
27365009,17234813,2021-05-06 07:55:57,9,30,40
27365010,17234814,2021-05-06 07:55:58,6,50,60
27365011,17234815,2021-05-06 07:55:59,3,50,60
27365012,17234816,2021-05-06 07:56:00,0,50,60
27365013,17234817,2021-05-06 07:56:01,0,50,60
27365014,17234818,2021-05-06 07:56:02,0,50,60
27365015,17234819,2021-05-06 07:56:03,0,50,60
27365016,17234820,2021-05-06 07:56:04,0,50,60
27365017,17234821,2021-05-06 07:56:05,0,50,60
27365018,17234822,2021-05-06 07:56:06,0,50,60
27365019,17234823,2021-05-06 07:56:07,0,50,60
27365020,17234824,2021-05-06 07:56:08,0,50,60
27365021,17234825,2021-05-06 07:56:09,0,50,60
27365022,17234826,2021-05-06 07:56:10,0,50,60
27365023,17234827,2021-05-06 07:56:11,0,50,60
27365024,17234828,2021-05-06 07:56:12,0,50,60
27365025,17234829,2021-05-06 07:56:13,0,50,60
27365026,17234830,2021-05-06 07:56:14,0,50,60
27365027,17234831,2021-05-06 07:56:15,0,50,60
27365028,17234832,2021-05-06 07:56:16,0,50,60
27365029,17234833,2021-05-06 07:56:17,0,50,60
27365030,17234834,2021-05-06 07:56:18,0,50,60
27365031,17234835,2021-05-06 07:56:19,0,50,60
27365032,17234836,2021-05-06 07:56:20,0,50,60
27365033,17234837,2021-05-06 07:56:21,0,50,60
27365034,17234838,2021-05-06 07:56:22,2,50,60
27365035,17234839,2021-05-06 07:56:23,4,50,60
27365036,17234840,2021-05-06 07:56:24,6,50,60
27365037,17234841,2021-05-06 07:56:25,8,50,60
27365038,17234842,2021-05-06 07:56:26,11,50,60
27365039,17234843,2021-05-06 07:56:27,14,50,60
27365040,17234844,2021-05-06 07:56:28,17,50,60
27365041,17234845,2021-05-06 07:56:29,20,50,60
27365042,17234846,2021-05-06 07:56:30,23,50,60
27365043,17234847,2021-05-06 07:56:31,27,50,60
27365044,17234848,2021-05-06 07:56:32,30,50,60
27365045,17234849,2021-05-06 07:56:33,34,50,60
27365046,17234850,2021-05-06 07:56:34,37,50,60
27365047,17234851,2021-05-06 07:56:35,40,50,60
27365048,17234852,2021-05-06 07:56:36,43,50,60
27365049,17234853,2021-05-06 07:56:37,46,50,60
27365050,17234854,2021-05-06 07:56:38,49,50,60
27365051,17234855,2021-05-06 07:56:39,50,50,60
27365052,17234856,2021-05-06 07:56:40,51,50,60
27365053,17234857,2021-05-06 07:56:41,49,50,60
27365054,17234858,2021-05-06 07:56:42,50,50,60
27365055,17234859,2021-05-06 07:56:43,50,50,60
27365056,17234860,2021-05-06 07:56:44,50,50,60
27365057,17234861,2021-05-06 07:56:45,51,50,60
27365058,17234862,2021-05-06 07:56:46,50,80,90
27365059,17234863,2021-05-06 07:56:47,50,80,90
27365060,17234864,2021-05-06 07:56:48,50,80,90
27365061,17234865,2021-05-06 07:56:49,53,80,90
27365062,17234866,2021-05-06 07:56:50,55,80,90
27365063,17234867,2021-05-06 07:56:51,56,80,90
27365064,17234868,2021-05-06 07:56:52,58,80,90
27365065,17234869,2021-05-06 07:56:53,60,80,90
27365066,17234870,2021-05-06 07:56:54,62,80,90
27365067,17234871,2021-05-06 07:56:55,63,80,90
27365068,17234872,2021-05-06 07:56:56,64,80,90
27365069,17234873,2021-05-06 07:56:57,67,80,90
27365070,17234874,2021-05-06 07:56:58,68,80,90
27365071,17234875,2021-05-06 07:56:59,69,80,90
27365072,17234876,2021-05-06 07:57:00,71,80,90
27365073,17234877,2021-05-06 07:57:01,73,80,90
27365074,17234878,2021-05-06 07:57:02,74,80,90
27365075,17234879,2021-05-06 07:57:03,76,80,90
27365076,17234880,2021-05-06 07:57:04,77,80,90
27365077,17234881,2021-05-06 07:57:05,77,80,90
27365078,17234882,2021-05-06 07:57:06,78,80,90
27365079,17234883,2021-05-06 07:57:07,79,80,90
27365080,17234884,2021-05-06 07:57:08,78,80,90
27365081,17234885,2021-05-06 07:57:09,79,80,90
27365082,17234886,2021-05-06 07:57:10,78,80,90
27365083,17234887,2021-05-06 07:57:11,78,80,90
27365084,17234888,2021-05-06 07:57:12,78,80,90
27365085,17234889,2021-05-06 07:57:13,78,80,90
27365086,17234890,2021-05-06 07:57:14,77,80,90
27365087,17234891,2021-05-06 07:57:15,78,80,90
27365088,17234892,2021-05-06 07:57:16,78,80,90
27365089,17234893,2021-05-06 07:57:17,78,80,90
27365090,17234894,2021-05-06 07:57:18,78,80,90
27365091,17234895,2021-05-06 07:57:19,79,80,90
27365092,17234896,2021-05-06 07:57:20,78,80,90
27365093,17234897,2021-05-06 07:57:21,77,80,90
27365094,17234898,2021-05-06 07:57:22,78,80,90
27365095,17234899,2021-05-06 07:57:23,78,80,90
27365096,17234900,2021-05-06 07:57:24,78,80,90
27365097,17234901,2021-05-06 07:57:25,78,80,90
27365098,17234902,2021-05-06 07:57:26,78,80,90
27365099,17234903,2021-05-06 07:57:27,78,80,90
27365100,17234904,2021-05-06 07:57:28,79,80,90
27365101,17234905,2021-05-06 07:57:29,78,80,90
27365102,17234906,2021-05-06 07:57:30,77,80,90
27365103,17234907,2021-05-06 07:57:31,78,80,90
27365104,17234908,2021-05-06 07:57:32,77,80,90
27365105,17234909,2021-05-06 07:57:33,77,80,90
27365106,17234910,2021-05-06 07:57:34,76,80,90
27365107,17234911,2021-05-06 07:57:35,74,78,91
27365108,17234912,2021-05-06 07:57:36,73,75,87
27365109,17234913,2021-05-06 07:57:37,70,72,84
27365110,17234914,2021-05-06 07:57:38,67,69,80
27365111,17234915,2021-05-06 07:57:39,64,66,77
27365112,17234916,2021-05-06 07:57:40,60,62,73
27365113,17234917,2021-05-06 07:57:41,57,59,70
27365114,17234918,2021-05-06 07:57:42,54,56,66
27365115,17234919,2021-05-06 07:57:43,52,53,63
27365116,17234920,2021-05-06 07:57:44,49,50,59
27365117,17234921,2021-05-06 07:57:45,46,46,56
27365118,17234922,2021-05-06 07:57:46,43,43,53
27365119,17234923,2021-05-06 07:57:47,40,40,49
27365120,17234924,2021-05-06 07:57:48,38,37,46
27365121,17234925,2021-05-06 07:57:49,35,33,42
27365122,17234926,2021-05-06 07:57:50,32,30,39
